CHR_ID,CHR_POS,STRONGEST SNP-RISK ALLELE,CONTEXT,MAPPED_TRAIT
8,128064205,rs13254990-T,intron_variant,central nervous system non-hodgkin lymphoma
6,90216893,rs10806425-C,intron_variant,central nervous system non-hodgkin lymphoma
6,32479867,rs2395192-C,intergenic_variant,central nervous system non-hodgkin lymphoma
2,88137649,rs7420937-C,non_coding_transcript_exon_variant,Uveal Melanoma
2,154710128,rs67490716-C,intron_variant,Uveal Melanoma
18,12413986,rs546713-G,intron_variant,Uveal Melanoma
2,152792976,rs11692707-A,intergenic_variant,Uveal Melanoma
4,67581531,rs2242330-G,intron_variant,Uveal Melanoma
7,82276774,rs138663667-T,intron_variant,Uveal Melanoma
2,140964558,rs13013614-A,intron_variant,Uveal Melanoma
2,222686266,rs6710583-T,intron_variant,Uveal Melanoma
3,14343616,rs12163644-A,regulatory_region_variant,Uveal Melanoma
4,156195774,rs9307941-T,intergenic_variant,Uveal Melanoma
6,7080590,rs35257692-G,regulatory_region_variant,Uveal Melanoma
10,116187907,rs11197576-T,intron_variant,Uveal Melanoma
12,100234980,rs71464210-A,intron_variant,Uveal Melanoma
14,89955214,rs3759710-C,5_prime_UTR_variant,Uveal Melanoma
15,52175349,rs8038456-G,intron_variant,Uveal Melanoma
18,38468593,rs62080688-G,intergenic_variant,Uveal Melanoma
3,188062069,rs71308905-T,regulatory_region_variant,Uveal Melanoma
6,7080590,rs35257692-G,regulatory_region_variant,Uveal Melanoma
10,71094469,rs950718-C,intergenic_variant,Uveal Melanoma
14,89955214,rs3759710-C,5_prime_UTR_variant,Uveal Melanoma
17,35594319,rs117789363-C,intron_variant,Uveal Melanoma
9,3526656,rs10758299-C,non_coding_transcript_exon_variant,Uveal Melanoma
14,89955214,rs3759710-C,5_prime_UTR_variant,Uveal Melanoma
18,54656387,rs8096801-C,intergenic_variant,Uveal Melanoma
6,21733971,rs4710983-C,intron_variant,prostate cancer
19,33144947,rs3848597-G,intron_variant,prostate cancer
3,87173537,rs77764698-A,regulatory_region_variant,prostate cancer
5,1896149,rs13177232-G,intron_variant,prostate cancer
8,23661272,rs13274763-G,regulatory_region_variant,prostate cancer
8,127518371,rs13255059-G,intergenic_variant,prostate cancer
8,127091692,rs1456315-C,non_coding_transcript_exon_variant,prostate cancer
8,127109604,rs7837051-C,intron_variant,prostate cancer
8,127513894,rs56339048-T,intergenic_variant,prostate cancer
8,127432711,rs77805476-C,intron_variant,prostate cancer
8,127005960,rs28615829-A,intron_variant,prostate cancer
10,46054916,rs4512771-T,regulatory_region_variant,prostate cancer
13,73155545,rs11839439-C,intergenic_variant,prostate cancer
15,68640950,rs76072851-T,intron_variant,prostate cancer
17,37742842,rs757209-G,intron_variant,prostate cancer
4,94623567,rs6853490-G,intron_variant,prostate cancer
8,127015709,rs7463326-G,intron_variant,prostate cancer
3,128179658,rs2811476-C,intron_variant,prostate cancer
10,121074969,rs140783917-C,intergenic_variant,prostate cancer
3,87094867,rs143745027-G,non_coding_transcript_exon_variant,prostate cancer
8,127179427,rs188140481-A,non_coding_transcript_exon_variant,prostate cancer
17,48728343,rs138213197-T,missense_variant,prostate cancer
8,127179427,rs188140481-A,non_coding_transcript_exon_variant,"prostate cancer, family history"
17,48728343,rs138213197-T,missense_variant,"prostate cancer, family history"
6,151586613,rs4869742-T,intron_variant,chronic myelogenous leukemia
17,27214252,rs4795519-C,intergenic_variant,chronic myelogenous leukemia
8,32543285,rs6996585-G,intron_variant,papillary thyroid carcinoma
2,217429494,rs12990503-G,intron_variant,papillary thyroid carcinoma
12,65598856,rs11175834-T,intron_variant,papillary thyroid carcinoma
1,107816883,rs4915076-T,intron_variant,papillary thyroid carcinoma
1,233280792,rs4649295-T,intron_variant,papillary thyroid carcinoma
14,36090325,rs34081947-T,intron_variant,papillary thyroid carcinoma
4,76936952,rs1874564-G,intron_variant,papillary thyroid carcinoma
3,59559604,rs9858271-G,intron_variant,papillary thyroid carcinoma
9,97898464,rs72753537-C,intergenic_variant,papillary thyroid carcinoma
6,151621059,rs3757322-G,3_prime_UTR_variant,male breast carcinoma
6,151631197,rs9397437-A,regulatory_region_variant,male breast carcinoma
6,151666222,rs9383938-T,intron_variant,male breast carcinoma
10,21668300,rs2183271-C,intron_variant,male breast carcinoma
11,69516650,rs78540526-T,regulatory_region_variant,male breast carcinoma
11,69564393,rs75915166-A,intergenic_variant,male breast carcinoma
12,111803962,rs671-A,missense_variant,esophageal carcinoma
4,99318162,rs1229984-G,missense_variant,esophageal carcinoma
6,396321,rs12203592-T,intron_variant,cutaneous squamous cell carcinoma
5,33946466,rs35407-G,3_prime_UTR_variant,cutaneous squamous cell carcinoma
11,89284793,rs1126809-A,missense_variant,cutaneous squamous cell carcinoma
20,34077942,rs6059655-A,intron_variant,cutaneous squamous cell carcinoma
11,116019561,rs74899442-C,intergenic_variant,cutaneous squamous cell carcinoma
7,17095084,rs117132860-A,intron_variant,cutaneous squamous cell carcinoma
3,188370330,rs11715549-G,intron_variant,cutaneous squamous cell carcinoma
11,89284793,rs1126809-A,missense_variant,cutaneous squamous cell carcinoma
6,396321,rs12203592-T,intron_variant,cutaneous squamous cell carcinoma
8,42147747,rs12542910-C,intergenic_variant,cutaneous squamous cell carcinoma
10,62637778,rs16917546-C,intron_variant,cutaneous squamous cell carcinoma
12,95986028,rs3213737-A,intron_variant,cutaneous squamous cell carcinoma
9,136432612,rs34302850-G,intron_variant,cutaneous squamous cell carcinoma
20,33046982,rs403598-A,intergenic_variant,cutaneous squamous cell carcinoma
1,150764744,rs41271951-G,missense_variant,cutaneous squamous cell carcinoma
6,32641081,rs4455710-T,intron_variant,cutaneous squamous cell carcinoma
20,35102207,rs4911466-T,intergenic_variant,cutaneous squamous cell carcinoma
20,34077942,rs6059655-G,intron_variant,cutaneous squamous cell carcinoma
3,188415548,rs60946162-T,intron_variant,cutaneous squamous cell carcinoma
6,31441506,rs61447909-A,intron_variant,cutaneous squamous cell carcinoma
20,37164857,rs73094911-C,intron_variant,cutaneous squamous cell carcinoma
20,33033548,rs74645632-A,3_prime_UTR_variant,cutaneous squamous cell carcinoma
2,201311571,rs7582362-G,intron_variant,cutaneous squamous cell carcinoma
8,115599405,rs7834300-C,intron_variant,cutaneous squamous cell carcinoma
11,9568842,rs7939541-T,intergenic_variant,cutaneous squamous cell carcinoma
3,71476216,rs9853632-C,intron_variant,cutaneous squamous cell carcinoma
1,163561197,rs78119607-A,regulatory_region_variant,Ewing sarcoma
20,21082867,rs112837127-A,intergenic_variant,Ewing sarcoma
20,21387103,rs2296730-G,intron_variant,Ewing sarcoma
8,32543285,rs6996585-G,intron_variant,differentiated thyroid carcinoma
2,217429494,rs12990503-G,intron_variant,differentiated thyroid carcinoma
12,65598856,rs11175834-T,intron_variant,differentiated thyroid carcinoma
1,107816883,rs4915076-T,intron_variant,differentiated thyroid carcinoma
1,233280792,rs4649295-T,intron_variant,differentiated thyroid carcinoma
14,36090325,rs34081947-T,intron_variant,differentiated thyroid carcinoma
4,76936952,rs1874564-G,intron_variant,differentiated thyroid carcinoma
3,59559604,rs9858271-G,intron_variant,differentiated thyroid carcinoma
9,97898464,rs72753537-C,intergenic_variant,differentiated thyroid carcinoma
6,146507786,rs1358902-G,intergenic_variant,differentiated thyroid carcinoma
10,22503563,rs28390243-A,intergenic_variant,differentiated thyroid carcinoma
17,48258937,rs7211607-T,intron_variant,differentiated thyroid carcinoma
9,97796729,rs13295081-C,intron_variant,thyroid carcinoma
8,32460401,rs17716295-A,intron_variant,thyroid carcinoma
18,674320,rs3744962-G,synonymous_variant,thyroid carcinoma
14,36171395,rs1169151-A,intron_variant,thyroid carcinoma
2,217439383,rs2618148-T,intron_variant,thyroid carcinoma
9,97793827,rs965513-G,intron_variant,thyroid carcinoma
9,97964292,rs4743149-A,intergenic_variant,thyroid carcinoma
14,36095036,rs11622885-C,intron_variant,thyroid carcinoma
2,217427929,rs1478581-A,intron_variant,thyroid carcinoma
9,97924533,rs10512256-G,intergenic_variant,thyroid carcinoma
5,112128140,rs27982-C,intergenic_variant,thyroid carcinoma
6,150032420,rs12205199-A,intergenic_variant,keratinocyte carcinoma
8,115616176,rs2721934-C,intron_variant,keratinocyte carcinoma
20,39117811,rs209901-G,regulatory_region_variant,keratinocyte carcinoma
10,103916188,rs9419958-T,intron_variant,keratinocyte carcinoma
15,78944951,rs2289702-T,missense_variant,keratinocyte carcinoma
17,7668434,rs78378222-G,3_prime_UTR_variant,keratinocyte carcinoma
20,34077942,rs6059655-A,intron_variant,keratinocyte carcinoma
2,7564729,rs79522206-A,intergenic_variant,keratinocyte carcinoma
10,8920514,rs138501911-C,intergenic_variant,keratinocyte carcinoma
9,16529556,rs10962474-C,intron_variant,keratinocyte carcinoma
9,19059680,rs4977494-A,intron_variant,keratinocyte carcinoma
2,5544654,rs62112661-A,intergenic_variant,keratinocyte carcinoma
11,89284793,rs1126809-A,missense_variant,keratinocyte carcinoma
7,6379042,rs836489-G,intron_variant,keratinocyte carcinoma
2,201289197,rs6743068-A,intron_variant,keratinocyte carcinoma
8,99999120,rs2199333-C,intron_variant,keratinocyte carcinoma
2,16299921,rs6739779-C,intron_variant,keratinocyte carcinoma
16,89388583,rs117984432-C,intron_variant,keratinocyte carcinoma
1,150664515,rs144984465-A,intron_variant,keratinocyte carcinoma
3,71454328,rs11707890-G,intron_variant,keratinocyte carcinoma
12,95986028,rs3213737-G,intron_variant,keratinocyte carcinoma
6,31441506,rs61447909-A,intron_variant,keratinocyte carcinoma
3,98728296,rs7620634-G,intron_variant,keratinocyte carcinoma
3,188382468,rs1915930-G,intron_variant,keratinocyte carcinoma
8,97355656,rs4735451-T,intergenic_variant,keratinocyte carcinoma
21,41666784,rs2776348-A,regulatory_region_variant,keratinocyte carcinoma
16,89735544,rs11649196-A,intron_variant,keratinocyte carcinoma
20,50782470,rs62202837-C,intergenic_variant,keratinocyte carcinoma
1,155011887,rs1870940-A,intron_variant,keratinocyte carcinoma
11,65813167,rs12576996-T,intergenic_variant,keratinocyte carcinoma
13,99395250,rs9557210-G,intergenic_variant,keratinocyte carcinoma
2,38070996,rs1800440-T,missense_variant,keratinocyte carcinoma
5,1287079,rs2853677-G,3_prime_UTR_variant,keratinocyte carcinoma
10,62642673,rs10995255-A,intron_variant,keratinocyte carcinoma
19,4837545,rs10424978-A,regulatory_region_variant,keratinocyte carcinoma
1,110181866,rs535930-A,intron_variant,keratinocyte carcinoma
1,17423008,rs730153-A,intron_variant,keratinocyte carcinoma
7,50136567,rs10228836-A,intron_variant,keratinocyte carcinoma
8,119070732,rs13261635-C,intron_variant,keratinocyte carcinoma
11,64340263,rs663743-A,5_prime_UTR_variant,keratinocyte carcinoma
13,112879337,rs1765871-A,intron_variant,keratinocyte carcinoma
9,104095911,rs3739737-G,intron_variant,keratinocyte carcinoma
10,10729601,rs12767525-T,intergenic_variant,keratinocyte carcinoma
8,80479448,rs10102591-G,intron_variant,keratinocyte carcinoma
13,32380424,rs7328654-G,intron_variant,keratinocyte carcinoma
14,75469205,rs77100309-A,intron_variant,keratinocyte carcinoma
6,33060861,rs9277332-G,intergenic_variant,keratinocyte carcinoma
9,16800791,rs2026805-A,intron_variant,keratinocyte carcinoma
19,1106846,rs2075710-T,regulatory_region_variant,keratinocyte carcinoma
20,2340717,rs214831-G,3_prime_UTR_variant,keratinocyte carcinoma
6,167087074,rs204295-T,intron_variant,keratinocyte carcinoma
7,17588866,rs76128631-T,intergenic_variant,keratinocyte carcinoma
2,203869764,rs231779-C,intron_variant,keratinocyte carcinoma
5,149813283,rs17110447-A,intron_variant,keratinocyte carcinoma
6,4979722,rs1246946-C,intergenic_variant,keratinocyte carcinoma
6,31346869,rs2507999-A,intergenic_variant,keratinocyte carcinoma
20,2249690,rs6137442-T,intron_variant,keratinocyte carcinoma
7,130900733,rs157934-T,intron_variant,keratinocyte carcinoma
15,28165345,rs12916300-T,intron_variant,keratinocyte carcinoma
9,22054691,rs7874604-T,intron_variant,keratinocyte carcinoma
9,16864523,rs2153271-T,intron_variant,keratinocyte carcinoma
12,52519733,rs638907-G,intron_variant,keratinocyte carcinoma
5,1325475,rs421284-T,non_coding_transcript_exon_variant,keratinocyte carcinoma
1,228858641,rs12070203-T,intergenic_variant,keratinocyte carcinoma
20,2309687,rs214803-C,missense_variant,keratinocyte carcinoma
16,89919736,rs1805008-T,missense_variant,keratinocyte carcinoma
16,89966047,rs117204628-T,3_prime_UTR_variant,keratinocyte carcinoma
8,76571195,rs35251485-G,intron_variant,keratinocyte carcinoma
6,396321,rs12203592-T,intron_variant,keratinocyte carcinoma
5,33946466,rs35407-G,3_prime_UTR_variant,keratinocyte carcinoma
5,44411963,rs11741260-A,intron_variant,keratinocyte carcinoma
9,681645,rs9408674-A,intron_variant,keratinocyte carcinoma
2,53016455,rs116920696-G,intergenic_variant,gastric cancer
16,76012639,rs78369019-G,intergenic_variant,gastric cancer
18,64081327,rs2849309-C,intron_variant,gastric cancer
5,81423306,rs7732320-T,intron_variant,glioblastoma multiforme
2,42122050,rs7593032-T,intergenic_variant,lung cancer
5,72584687,rs42775-T,intron_variant,lung cancer
10,124961380,rs76972397-T,intron_variant,lung cancer
18,24532843,rs482962-A,intron_variant,lung cancer
5,3123661,rs12657742-A,intergenic_variant,lung cancer
5,126003571,rs77914729-C,intron_variant,lung cancer
5,126006435,rs11954381-G,intron_variant,lung cancer
6,136508794,rs3799451-A,intron_variant,lung cancer
8,4605119,rs13261356-C,intron_variant,lung cancer
10,20545511,rs11012129-T,intergenic_variant,lung cancer
18,57795758,rs2437037-A,intron_variant,lung cancer
21,29588811,rs363433-C,intron_variant,lung cancer
5,168261395,rs11747472-T,intron_variant,lung cancer
5,1343679,rs10462706-C,intron_variant,oral cavity cancer
6,32666610,rs1049055-T,5_prime_UTR_variant,oral cavity cancer
8,6781719,rs2936519-A,non_coding_transcript_exon_variant,"progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B"
6,41053183,rs2073016-T,intron_variant,"progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B"
2,130967332,rs4377367-C,intron_variant,"progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B"
2,98688331,rs885036-A,intron_variant,"progression free survival, metastatic colorectal cancer, response to cetuximab, response to CAPOX-B"
6,34068669,rs1906953-A,intron_variant,osteosarcoma
13,50620269,rs573666-G,intron_variant,osteosarcoma
2,6321289,rs7591996-C,intron_variant,osteosarcoma
15,100188458,rs2086452-C,intron_variant,osteosarcoma
10,5762568,rs2797501-A,missense_variant,osteosarcoma
5,65151950,rs17206779-G,splice_region_variant,osteosarcoma
9,6534080,rs55933544-T,missense_variant,"osteosarcoma, overall survival"
12,119235698,rs12146774-T,intron_variant,"osteosarcoma, overall survival"
4,74883331,rs17248137-G,intergenic_variant,"osteosarcoma, overall survival"
3,169495771,rs6797464-A,intron_variant,"osteosarcoma, overall survival"
8,120613854,rs6986444-T,intron_variant,"osteosarcoma, overall survival"
10,76428114,rs17465450-C,intron_variant,"osteosarcoma, overall survival"
7,15201812,rs7777171-T,intron_variant,"osteosarcoma, overall survival"
3,32207470,rs4955138-G,intergenic_variant,"osteosarcoma, overall survival"
22,19968169,rs9332377-T,3_prime_UTR_variant,"osteosarcoma, overall survival"
5,1330138,rs452932-C,intron_variant,Uveal Melanoma
15,27799396,rs11074306-A,intron_variant,Uveal Melanoma
3,183037313,rs78726268-T,missense_variant,prostate cancer
15,28111713,rs1129038-C,3_prime_UTR_variant,Uveal Melanoma
6,396321,rs12203592-T,intron_variant,Uveal Melanoma
5,1331104,rs370348-G,non_coding_transcript_exon_variant,Uveal Melanoma
2,134063569,rs6733440-G,intergenic_variant,Uveal Melanoma
5,114696728,rs285902-A,intergenic_variant,Uveal Melanoma
